用户昵称,性别,评论内容,被回复用户,评论层级,用户当前等级,点赞数量,回复时间
普法尔茨伯爵,男,适合生活如意的人看,,1级评论,6,2560,2025-03-25 22:27:50
A贝斯私教凉老师,保密,适合爱猫区的看[doge],普法尔茨伯爵,2级评论,6,151,2025-03-26 11:18:50
红魔村大魔法师慧慧,保密,回复 @A贝斯私教凉老师 :爱猫区的自己又不养猫，就喜欢☁️养猫这种又能满足自身情绪又不用负责任的感觉，看到略🐱区还能站在道德制高点上指指点点，一谈到流浪猫危害就光速切割😋,普法尔茨伯爵,2级评论,6,39,2025-04-12 23:48:24
-可爱动物保护法-,男,这些视频里从来没看见过歇罗猫，看样子养猫只能养这个了，养其它猫我怕我一天爱一个,,1级评论,5,1585,2025-03-25 22:23:05
佛兰愛弗兰,女,泰王严选猫，哈气的直接让大象爱了,-可爱动物保护法-,2级评论,6,901,2025-03-26 10:05:14
sans与番茄酱的那些事,保密,暹罗猫：不要小瞧我和训猫师的求生欲啊[胆大党_微笑]不老实的都被训猫师先一步爱死了[doge],-可爱动物保护法-,2级评论,6,205,2025-03-26 11:26:04
我叫卖鱼焜,男,"天呀，我真的不敢想象。。
工作了一天累的不行
回家还要收拾。。直接哭晕",,1级评论,6,585,2025-03-27 13:47:08
芝士藏雪豹,保密,没事的这样你很快就有方式放松了[doge_金箍],我叫卖鱼焜,2级评论,6,30,2025-04-20 13:28:23
直升机之子科比,保密,我都是笼养，我就怕我出去了，它给我整点啥事出来，回家了才放它出笼子,我叫卖鱼焜,2级评论,5,55,2025-04-19 08:05:36
Ever星逝,男,情绪价值这一块儿,,1级评论,6,372,2025-03-25 21:43:34
账号已注销,保密,愤怒也是情绪[doge],Ever星逝,2级评论,0,34,2025-04-22 11:41:56
EXILE放逐之歌,保密,兄啊，这沟槽的情绪价值不要也罢啊[辣眼睛],Ever星逝,2级评论,4,3,2025-04-24 20:29:25
玲奈紫,保密,家里真有这玩意范建能活到第二天是我的问题,,1级评论,6,255,2025-03-27 11:36:46
武装英专生,男,让他多活几天难受难受[吃瓜],玲奈紫,2级评论,5,22,2025-04-14 15:47:11
永远的亚梓莎,保密,这东西要敢在我家抓我/我家人的话，整只进来的我让它一块一块地出去,玲奈紫,2级评论,5,26,2025-04-17 04:56:37
ttttttttttim,男,谢谢，打消了我百分之八十想养猫的想法[灵魂出窍][灵魂出窍],,1级评论,6,196,2025-03-26 22:22:53
鞍華,男,养猫也不是一定要放养，买个笼子还是很好的,ttttttttttim,2级评论,6,40,2025-03-31 01:32:10
伟大的东方人,男,怎么还剩下20呢,ttttttttttim,2级评论,5,32,2025-04-05 02:29:14
现在是死狗哇,男,不如养我[保卫萝卜_哇],,1级评论,3,128,2025-04-12 10:21:31
虚空52012138,男,太能吃了,现在是死狗哇,2级评论,6,56,2025-04-12 22:14:43
派大星很烦1124,男,回复 @虚空52012138 :哈哈哈🤣,现在是死狗哇,2级评论,5,7,2025-04-13 01:41:48
节操动物,男,略猫区故意放视频出来激怒我去给略猫视频大赏的,,1级评论,6,179,2025-03-26 13:29:06
爱玩具的阿逸,男,我操略毛驱怎么这么坏,节操动物,2级评论,6,17,2025-03-27 14:09:10
砂糖与盐甜咸之恋,女,养猫就养白猫 贼乖 我垃圾桶捡到的,,1级评论,6,96,2025-04-11 10:29:16
御坂妹妹19998,女,流浪过的都会讨好人[笑哭],砂糖与盐甜咸之恋,2级评论,6,33,2025-04-11 18:11:43
我爱玩原神_,保密,回复 @御坂妹妹19998 :并非都会,砂糖与盐甜咸之恋,2级评论,4,33,2025-04-19 11:46:51
鬼方カヨコのお猫,男,我觉得猫什么也没做错😡，这只是一个正常生物的玩闹罢了，没必要上纲上线，反正不是我养，他们会接着养的，我负责看😋,,1级评论,6,96,2025-04-12 16:39:11
被囚禁的Van样,男,本来想领养的[笑哭],鬼方カヨコのお猫,2级评论,6,2,2025-04-16 22:05:17
徐伦joyne,保密,受不了这么蠢的动物,,1级评论,3,93,2025-04-15 10:41:54
砂金代抽业务,保密,"给大家说一个解气的
我小时候的一个晚上，我家突然进来一只猫，然后怎么赶也不出去，我和我妈妈都很生气，我拿各种各样又长又尖的东西去戳它，也不出来
然后我妈妈拿着拖把的另一端一只用力按它按的不能动，一个劲的叫才不敢进来",,1级评论,5,163,2025-03-30 23:50:50
阴中仙子三木木,保密,哈基姆大突刺,砂金代抽业务,2级评论,2,7,2025-04-12 12:56:53
砂金代抽业务,保密,回复 @妈妈酱再睡一会 :当时我都红温了，一个劲的捣[笑哭][笑哭]那个丝猫就是不跑，还对我哈气，然后我就捅那玩意的嘴，不过并没有弄伤，毕竟弄脏家里就不好了[妙啊][妙啊]之后把那个玩意弄了好一会才跑了,砂金代抽业务,2级评论,5,17,2025-04-13 00:35:58
只是路过卖便当的少年,女,这都是抱着什么心态记录下来的[笑哭],,1级评论,6,92,2025-04-02 11:51:57
--LOUIS---,保密,遗像,只是路过卖便当的少年,2级评论,4,30,2025-04-03 00:28:51
EXILE放逐之歌,保密,感觉有不少是监控录像,只是路过卖便当的少年,2级评论,4,19,2025-04-24 20:29:44
-帕秋莉go-,保密,这么好的足球不给我你们是想毁了国足吗[笑哭],,1级评论,5,144,2025-03-26 23:01:37
账号已注销,保密,如果世界杯比赛用球是这个我早就带国足进世界杯八强了[笑哭],-帕秋莉go-,2级评论,0,20,2025-03-29 12:53:55
公主一突xg,保密,大脚抽射！,-帕秋莉go-,2级评论,3,1,2025-04-13 08:48:16
我是发吐刀了人的爹,保密,就连我晚上看片的时候都没有这么想穿越进去过[吃瓜][吃瓜],,1级评论,4,67,2025-03-27 02:11:39
璧立千韧,保密,[喜欢],,1级评论,5,48,2025-03-26 14:55:40
阳春丶,保密,哈吉人看了都要哈气,璧立千韧,2级评论,6,13,2025-03-26 17:03:18
艾瑞达_蕾莱,保密,啊呀，骇死我力,璧立千韧,2级评论,6,14,2025-03-26 18:07:31
小犬莱服_汪,保密,最喜欢猫奴的一句话：猫从来不主动攻击人[呲牙],,1级评论,3,56,2025-04-20 23:10:02
こいという,保密,攻击了也会说是人的问题[呲牙],小犬莱服_汪,2级评论,6,7,2025-04-28 09:00:55
易烦vvvv,男,猫拿人头的几率不会超过1%，但也不等于0%,,1级评论,5,52,2025-03-26 01:29:54
会说话的牛汁,保密,00:21 这里老哥看着猫和床垫倒下来时还笑嘻嘻地伸手去扶，估计是以为猫软乎乎的砸下来也没事，后面直接痛苦面具了。看这帧大概率是猫应激伸爪子，砸下来的时候正好给了老哥脑袋一爪子,,1级评论,5,66,2025-03-27 15:01:05
鰰神月,男,还真是,会说话的牛汁,2级评论,5,0,2025-04-21 01:14:38
账号已注销,保密,对于猫这种智商低下的生物，大家叶公好龙一下喜欢喜欢猫娘之类的就得了，现实中的还是能远离就远离不要养,,1级评论,0,43,2025-03-26 07:25:39
雨者熄心,男,养猫的应得的,,1级评论,5,10,2025-04-04 19:18:55
S_K_A_D_I,保密,猫儿发癫打碎杯子就拿它打碎的杯子碎片给他爪子割了[呲牙],,1级评论,6,35,2025-04-15 18:54:32
默诺IX,男,记不住的吧,S_K_A_D_I,2级评论,6,1,2025-04-22 23:48:58
S_K_A_D_I,保密,回复 @默诺IX :那肯定是记不住啊，指甲都剪光了都记不住,S_K_A_D_I,2级评论,6,8,2025-04-23 01:18:05
周黑鸭PROMAX,女,为啥猫只要爪子边上有点啥都想扒拉下去啊[翻白眼],,1级评论,6,19,2025-03-26 20:04:32
姜大橘,保密,闲的,周黑鸭PROMAX,2级评论,6,9,2025-03-27 09:52:35
WPH_子瓜,男,听说是用爪子（触觉）感知物体[藏狐],周黑鸭PROMAX,2级评论,5,0,2025-04-04 01:51:34
忽略存在,男,略猫区这招太狠辣😡,,1级评论,6,34,2025-03-26 15:34:27
默默路过的点赞侠,男,要不 你俩 打一架 赢的人再决定 怎么念[喜极而泣][笑哭],,1级评论,6,19,2025-03-26 19:32:56
杜王町免费牛排店,保密,暹罗（luo）猫（mao）,默默路过的点赞侠,2级评论,6,10,2025-03-26 22:31:24
绯乺,男,回复 @杜王町免费牛排店 :你说的对,默默路过的点赞侠,2级评论,6,0,2025-03-27 15:42:52
寒暑花舞,保密,这是真的剑呐，为什么会有这种行为啊（红温）,,1级评论,5,72,2025-03-25 23:20:18
チャリオレクイエム,男,大部分猫果然是又纯又剑,,1级评论,4,18,2025-04-12 23:08:57
访冬易书钦,保密,猫不记打是因为打得不够狠，让他感到生死危机就老实了,,1级评论,6,52,2025-03-27 10:42:17
开纪の小号,保密,所以为什么猫会这样突然发癫？,,1级评论,4,25,2025-03-26 01:05:25
枫江落月,保密,胆子小又贱，一次犯贱会引起连锁反应发疯,开纪の小号,2级评论,6,53,2025-03-26 01:25:32
给给踢,男,因为猫很蠢,开纪の小号,2级评论,6,29,2025-03-26 01:54:16
风过草,女,一些小孩的破坏力和这些猫也不相上下[doge],,1级评论,5,41,2025-03-31 18:29:46
风过草,女,回复 @关逼王2 :但小孩的手比猫灵活，防火烧家之类的小孩做得到[滑稽],风过草,2级评论,5,12,2025-04-02 09:53:15
龙神龙月,男,"小孩是人，人是听得懂人话的
至于猫嘛，畜牲是听不懂人话的",风过草,2级评论,5,58,2025-04-02 10:15:03
阿拾与斯派克2,男,家里真有这种猫，它做错一次事，我直接把他提干[doge_金箍],,1级评论,4,23,2025-03-26 17:58:19
橙天明,男,提干提干提起来干,阿拾与斯派克2,2级评论,6,8,2025-03-26 18:41:43
平安河南,男,做错事就能提干？我也想提干。,阿拾与斯派克2,2级评论,5,1,2025-04-23 21:22:56
不期不会,保密,🐱的智商低的可怕，不如🐶一根说实话，而且还喜欢乱咬乱动，纯粹大号🐭,,1级评论,6,52,2025-03-26 12:30:05
かつキ,保密,别尬黑，花枝鼠还是比猫聪明的,不期不会,2级评论,5,4,2025-03-27 07:47:47
沪宁杭节度使,男,小猫咪，白又白，尾巴长长竖起来，割腕静脉割动脉，一动不动真可爱[星星眼][星星眼][星星眼],,1级评论,6,8,2025-04-17 12:54:34
抹茶拿铁加点辣,保密,开！向略猫区开战！[汤圆],,1级评论,6,8,2025-03-31 06:44:14
AAA鹈鹕镇服装设计师,女,有些视角的主人更神[笑哭]，看着猫搁那乱搞还在拍，前面那一个床垫倒下来明明看着倒都不去把猫赶下来硬生生想被砸,,1级评论,5,43,2025-03-26 10:12:11
文乃乃,男,"“哈基人，我不想再哈气了”，剑猫在第3924次哈气后一改常态，趴在地上，眼神中满是疲倦“我改主意了，想做一只豪猫。”

虽然毫无征兆，但我却并不震惊，反而在平淡有一丝解脱。

剑猫刚生下来就是剑猫。因为对母亲哈气被拍飞，从屋顶掉下，一头撞在电瓶车的遮雨篷上晕了过去，又被我载回了家。

我试着养它，然后就知道了它是天生的剑猫。等它两周大时我试着训它，然后就明白了它是完美的剑猫。

它的每根毛都能完美地竖起，每根爪子都能随意收缩。亮爪圆头棘背哈气在第一次应激时就能一气呵成，甚至长时间维持也不会劳累。仿佛这套连招在使出前就已练习过成千上万遍，仿佛它的肉体就是专门为此而打造。

所以在它两个月大时我便毫无保留放心大胆地爱它了，而它也从未厌倦，即使最后累倒在地上，眼神中依旧是不屈和愤怒，等到了第二天它又能生龙活虎地哈气。

但不知什么时候，我好像越来越离不开它了。爱它已经成为我的日常生活，就和吃饭喝水一样无法删减。可是我明明已经有些厌倦爱它了，每天千篇一律的爱让我感到无聊，不过要是不爱，我又会感到极其不适。

后来我终于发现了，原来让我不适的不是没有爱它，而是没有陪它。在内心深处我或许已经幻想着与它和谐相处了吧……但这是不可能的，它是天生的剑猫，完美的剑猫，为阐述【贱】而降生的猫。

在一年后的凌晨，我像往常一样爱着剑猫，但它只哈了一口气就躺倒在地上。即使体力没有耗尽，眼中也仍出现了它这辈子从未有过的疲倦“我想做豪猫了……”

我迟疑地伸出手摸了摸它的背，这次它没有再棘背圆头，打了个哈欠又翻身露出肚皮，我才知道它已经变成豪猫了。

“好……”我轻轻抱起它放到腿上，它则温顺地趴着，用不再圆的头蹭了蹭。我们就这样静静地坐在一起……

窗外的朝阳🌇缓缓升起，在这个平凡的清晨，一只天生的剑猫结束了猫生中的最后一次哈气。",,1级评论,6,71,2025-03-27 10:20:20
零梦遥,保密,求出处[笑哭],文乃乃,2级评论,6,1,2025-03-30 00:27:38
好想摘棉花,男,天才啊,文乃乃,2级评论,6,1,2025-04-12 09:40:14
辰彩虹,男,就算我家里有只猫，我还是觉得猫的智商是真的低,,1级评论,5,23,2025-03-26 15:45:56
神秘棍木,保密,不要踢挑战吗？有点意思[笑哭],,1级评论,3,40,2025-03-25 20:13:28
大聪明乐某,男,坚持一秒也很不错了[星星眼],神秘棍木,2级评论,6,2,2025-03-25 21:37:30
永雏塔菲1883版,保密,我在不要踢挑战里成功坚持了0.01s，你也快来试试吧[妙啊],神秘棍木,2级评论,5,2,2025-03-25 23:24:07
您没逝ba,男,丝猫，还是我家狗子好,,1级评论,5,21,2025-03-28 18:07:16
West_Lannn1202,男,同意,您没逝ba,2级评论,5,0,2025-03-30 13:27:11
月影風橋園,保密,哈哈哈，你们养猫人应得的,,1级评论,5,23,2025-03-26 11:20:30
amnszero,保密,我没看到猫啊，我只看到了很多足球,,1级评论,4,7,2025-04-21 12:21:38
教授炒馍没得洗,保密,比老鼠危害大[支持]猫儿这个能干,,1级评论,5,19,2025-04-20 16:52:36
Boomer☆的胆汁酱,男,百吨王最心急的一集,,1级评论,6,7,2025-03-26 00:39:55
磷与帕德玛,保密,反正猫这种生物我觉得看看就行了，真的养不了一点，陆地上的我还是觉得养狗狗好一点，要是有条件的话也可以养一下同为猫科的老虎[doge],,1级评论,6,21,2025-03-26 14:10:32
檎サ吩ス蠎泌セシ,女,很难不对这种纯毛开大脚[呲牙],,1级评论,4,14,2025-03-27 08:41:02
沪宁杭节度使,男,这样的🗡️🐱我已经爱死好几只了[星星眼][脱单doge][大哭],,1级评论,6,77,2025-03-30 09:45:45
YozuraTM,男,讲讲,沪宁杭节度使,2级评论,6,3,2025-03-30 10:10:51
TAB-shui水源,男,基米毁灭者,沪宁杭节度使,2级评论,4,7,2025-03-30 11:42:34
窝柿羊尾南,保密,有几个还是挺危险的，感觉这世界上真有被猫杀死的人,,1级评论,6,6,2025-03-26 10:25:04
猪蹄儿味芋圆儿,男,它不哈气我都要哈气了[天依游学记_好好好],,1级评论,6,6,2025-03-27 13:23:43
idV_Vbi,男,幸好我家是乖猫，不哈气不乱翻东西爱撒娇,,1级评论,6,26,2025-03-27 09:50:31
妳的微笑慌亂了我的骄,保密,猫儿这个周正，猫儿这个乖顺,idV_Vbi,2级评论,3,4,2025-04-06 02:07:55
瑰梦寻尘,保密,这些人好贱啊，为什么要入侵豪猫住的地方，不应该把整个屋子都给它么？[笑哭][笑哭][笑哭],,1级评论,6,16,2025-04-23 10:49:58
奶泡ミルクフォムー,男,猫发狂咬主人是啥情况,,1级评论,6,17,2025-03-26 23:52:32
拓扑学学生,保密,大刀斩首就行了,奶泡ミルクフォムー,2级评论,6,12,2025-03-27 09:48:27
无风的痕迹,男,猫觉着它才是主人,奶泡ミルクフォムー,2级评论,6,12,2025-03-27 12:40:45
西部无名客,保密,刚养两个月的可爱狸花，说实话猫这种生物该训就要训该打就要打，千万别当祖宗供着。尤其是在幼猫时期必须要确立你的主人地位，要它从小知道武力对抗不过你，食物也是来自你，那自然就会变成乖猫。我这只就是，挨了几次揍以后反而更黏人了，也知道有些事不能做会被打了，养起来就省心很多,,1级评论,6,18,2025-04-16 11:25:52
U困困兔U,女,刚看完这个视频就听见咣当一声，我们单位的猫把水桶弄倒地上了，撒了一地水[辣眼睛],,1级评论,5,3,2025-05-06 12:44:15
洛可可式可乐,男,无敌对比,,1级评论,6,14,2025-04-12 18:20:24
一亦是无意识,男,这辈子从没这么想穿越到手机里面[笑哭],,1级评论,6,12,2025-03-26 12:49:06
阿玛昆的巫妖卫,女,你说得对 但我家有一只极品豪猫从来不闹不叫还亲人,,1级评论,6,32,2025-03-27 15:33:56
咬人跳跳猫,保密,猫给我，再给我包200块钱红包,阿玛昆的巫妖卫,2级评论,6,13,2025-03-27 16:19:03
咬人跳跳猫,保密,回复 @刻耳和柏以及洛斯 :绝品好猫是我的😡😡,阿玛昆的巫妖卫,2级评论,6,1,2025-03-27 22:47:19
招财之终橘之战,保密,看到一半就去找降压视频[生气]不然得到街上到处哈气了,,1级评论,4,7,2025-03-26 02:01:00
bipyramidal,男,活圈夹基米音乐这一块[笑哭],,1级评论,6,22,2025-03-25 21:57:22
新意都没no,男,大耗子,,1级评论,5,5,2025-04-13 15:05:21
忘迹Wtki,保密,"本赛季战绩不完全统计：
各类餐具×8，花瓶×5（爆金币×1计入），电视×4，镜子床垫天花板各3，桌子×2，化妆品一桌，噬主×4，其余杂项×16，累计49杀[doge]",,1级评论,6,5,2025-04-12 20:06:45
ー根金条,保密,好，看到高血压了[藏狐]你应该向我支付看这段视频的费用,,1级评论,5,5,2025-03-31 04:37:43
天才少女辣椒,女,捡的，特乖,,1级评论,6,5,2025-04-06 17:11:41
兰兰柠檬,男,"基米打翻杯
星河倒悬主板上
未保存文档",,1级评论,5,5,2025-03-27 11:27:35
命苦爱玩救人位,女,我平时挺喜欢云撸猫的，为什么看着视频拳头硬了,,1级评论,6,30,2025-03-26 14:59:22
AI哲哲,保密,给你撸的猫当然都是豪猫，这种坏猫主人都想打,命苦爱玩救人位,2级评论,5,8,2025-03-29 20:36:59
XCyrus,保密,底层代码就是这么蠢,命苦爱玩救人位,2级评论,6,15,2025-03-26 15:53:24
柯西是什么溪,男,"我姑姑家里养的好像是一只有狼狗血统的我也不知道什么狗，皮毛油光发亮，那种两米的栏杆都能找法子跳出去（比如找个附近有台阶的地方），单纯就是因为感情好所以一直留在家没往外跑
反正我就因为这个成了狗派，养这种动物不比猫帅多了",,1级评论,6,6,2025-03-27 07:45:20
EX圣,保密,发生在别人身上我会笑得没心没肺，如果发生在我生上我会怒得没心没肺,,1级评论,6,4,2025-04-27 21:14:05
旧城遗尘,保密,这些🐱养的太肆无忌惮啊。没有烦恼也没有阶级意思，基本上都是被宠坏的孩子,,1级评论,5,4,2025-04-21 23:03:24
旧城遗尘,保密,然后一遇到特殊情况又特别容易应激，甚至于攻击性翻倍,旧城遗尘,2级评论,5,2,2025-04-21 23:04:14
不来杯冰红猹吗,保密,有的猫智商上限就卡在那了再怎么供着也没用[笑哭],,1级评论,6,4,2025-04-29 06:34:48
Cindorolla,男,出生猫直接炒一盘,,1级评论,6,4,2025-04-21 13:47:41
-_APOCALYPSE_-,女,告诉你坝这跟耗子有什么区别,,1级评论,6,4,2025-04-20 17:22:40
今晚早点睡吧qvp,男,还是养狗好了，狗越打越亲你，而且打一顿就涨记性了。你打猫一顿，猫不会知道错了，看见你只会哈你,,1级评论,5,4,2025-04-13 13:33:59
元柒呐,男,养到银渐层橘猫还能不爱的是这个👍🏻,,1级评论,6,4,2025-03-28 14:20:27
天武杀劫_断神道,保密,还是🐶好，老实的一比,,1级评论,4,7,2025-05-02 10:03:04
网友别太敏感肌,保密,鉴狗也一样拆家。。。。不管是什么宠物只要太鉴了都不行…,天武杀劫_断神道,2级评论,5,3,2025-05-02 14:25:50
超级无敌小58,男,这能忍住不一脚踩死也是神,,1级评论,6,9,2025-04-04 08:40:39
给我捏一捏,保密,想薅着脖子扔出去五米远[呆],,1级评论,5,3,2025-04-21 22:22:39
遇见霉霉,保密,这种东西还有这么多人喜欢,,1级评论,6,3,2025-04-14 22:16:33
名越進,保密,这哈吉米音乐都是从哪儿找的？[喜极而泣],,1级评论,6,3,2025-04-23 09:38:34
瑰梦寻尘,保密,全民制作人[doge_金箍],名越進,2级评论,6,1,2025-04-23 10:50:12
末法之世中的琐什扬斯,男,伪装成哺乳类的昆虫，只靠本能反应行动,,1级评论,5,3,2025-04-10 03:23:42
纳西妲的老公official,男,看到猫小子被猫整，没办法就好爽,,1级评论,5,3,2025-04-20 19:15:28
想娶棗伊吕波的sensei,男,@穗满梨萤 @泠月Donata @妖刀OvO @懿筆江風 @爱莉今天吃什么,,1级评论,4,3,2025-04-19 15:06:48
烟昭杨,保密,养猫欲望从零变到了负数,,1级评论,6,3,2025-04-12 19:17:58
